strategy,m,kc_noon_mean,kc_noon_std,kc_dawn_mean,kc_dawn_std,peak_valley_ratio,improvement_pct
score,0,6.428759,0.7423362517440013,0.292955,0.0,21.944527316482052,0.0
score,1,5.149890714285713,0.5571190451291101,0.292955,0.0,17.57911868473217,-19.892926235285643
score,2,4.222024285714285,0.46485066644199996,0.292955,0.0,14.41185262485462,-34.32598288854373
score,4,3.2269848571428574,0.39885762537461444,0.292955,0.0,11.015291963417102,-49.803922387775664
score,6,2.583715714285714,0.27101097033128524,0.292955,0.0,8.8194968998164,-59.81003932040828
score,8,2.1656105714285716,0.2573754233934397,0.292955,0.0,7.39229769564804,-66.31370733560595
score,10,1.8980375714285713,0.21600436580684904,0.292955,0.0,6.478938988679392,-70.47583256070773
score,15,1.3882398571428571,0.2046814201968746,0.292955,0.0,4.738747784276961,-78.4057878489012
score,20,1.0953510000000002,0.16429153931451654,0.292955,0.0,3.7389735624925335,-82.96170380628672
